소상공인_상호명,업종,광고회사_이름,광고_키워드,유사도점수
허술한집,분식,코래드,sns,14.0
허술한집,분식,인터콤어소시에이션,sns,14.0
허술한집,분식,TBWA KOREA,sns,14.0
허술한집,분식,덴츠크리에이티브코리아,sns,14.0
허술한집,분식,케이이씨씨,sns,14.0
허술한집,분식,메이트인디펜던스,sns,14.0
허술한집,분식,스푼식회사,sns,14.0
허술한집,분식,붐커뮤니케이션,sns,14.0
허술한집,분식,그레이월드와이드코리아,sns,14.0
허술한집,분식,캐러트코리아,sns,14.0
신풍유통,식품가공/제조,케이이씨씨,sns,12.1
신풍유통,식품가공/제조,덴츠크리에이티브코리아,sns,12.1
신풍유통,식품가공/제조,메이트인디펜던스,sns,12.1
신풍유통,식품가공/제조,코래드,sns,12.1
신풍유통,식품가공/제조,TBWA KOREA,sns,12.1
신풍유통,식품가공/제조,인터콤어소시에이션,sns,12.1
신풍유통,식품가공/제조,그레이월드와이드코리아,sns,12.1
신풍유통,식품가공/제조,스푼식회사,sns,12.1
신풍유통,식품가공/제조,캐러트코리아,sns,12.1
신풍유통,식품가공/제조,붐커뮤니케이션,sns,12.1
옛날한과,제과제빵떡케익,붐커뮤니케이션,sns,12.1
옛날한과,제과제빵떡케익,캐러트코리아,sns,12.1
옛날한과,제과제빵떡케익,메이트인디펜던스,sns,12.1
옛날한과,제과제빵떡케익,코래드,sns,12.1
옛날한과,제과제빵떡케익,스푼식회사,sns,12.1
옛날한과,제과제빵떡케익,인터콤어소시에이션,sns,12.1
옛날한과,제과제빵떡케익,덴츠크리에이티브코리아,sns,12.1
옛날한과,제과제빵떡케익,그레이월드와이드코리아,sns,12.1
옛날한과,제과제빵떡케익,케이이씨씨,sns,12.1
옛날한과,제과제빵떡케익,TBWA KOREA,sns,12.1
서울연인단팥빵본점,식품가공/제조,붐커뮤니케이션,sns,12.1
서울연인단팥빵본점,식품가공/제조,캐러트코리아,sns,12.1
서울연인단팥빵본점,식품가공/제조,인터콤어소시에이션,sns,12.1
서울연인단팥빵본점,식품가공/제조,코래드,sns,12.1
서울연인단팥빵본점,식품가공/제조,스푼식회사,sns,12.1
서울연인단팥빵본점,식품가공/제조,케이이씨씨,sns,12.1
서울연인단팥빵본점,식품가공/제조,덴츠크리에이티브코리아,sns,12.1
서울연인단팥빵본점,식품가공/제조,TBWA KOREA,sns,12.1
서울연인단팥빵본점,식품가공/제조,그레이월드와이드코리아,sns,12.1
서울연인단팥빵본점,식품가공/제조,메이트인디펜던스,sns,12.1
엔젤,유흥주점,메이트인디펜던스,sns,13.0
엔젤,유흥주점,캐러트코리아,sns,13.0
엔젤,유흥주점,그레이월드와이드코리아,sns,13.0
엔젤,유흥주점,붐커뮤니케이션,sns,13.0
엔젤,유흥주점,TBWA KOREA,sns,13.0
엔젤,유흥주점,덴츠크리에이티브코리아,sns,13.0
엔젤,유흥주점,코래드,sns,13.0
엔젤,유흥주점,인터콤어소시에이션,sns,13.0
엔젤,유흥주점,케이이씨씨,sns,13.0
엔젤,유흥주점,스푼식회사,sns,13.0
하루식품,음/식료품소매,TBWA KOREA,sns,15.1
하루식품,음/식료품소매,메이트인디펜던스,sns,15.1
하루식품,음/식료품소매,덴츠크리에이티브코리아,sns,15.1
하루식품,음/식료품소매,케이이씨씨,sns,15.1
하루식품,음/식료품소매,그레이월드와이드코리아,sns,15.1
하루식품,음/식료품소매,스푼식회사,sns,15.1
하루식품,음/식료품소매,캐러트코리아,sns,15.1
하루식품,음/식료품소매,붐커뮤니케이션,sns,15.1
하루식품,음/식료품소매,인터콤어소시에이션,sns,15.1
하루식품,음/식료품소매,코래드,sns,15.1
시드니,유흥주점,스푼식회사,sns,13.0
시드니,유흥주점,캐러트코리아,sns,13.0
시드니,유흥주점,그레이월드와이드코리아,sns,13.0
시드니,유흥주점,메이트인디펜던스,sns,13.0
시드니,유흥주점,붐커뮤니케이션,sns,13.0
시드니,유흥주점,인터콤어소시에이션,sns,13.0
시드니,유흥주점,TBWA KOREA,sns,13.0
시드니,유흥주점,코래드,sns,13.0
시드니,유흥주점,케이이씨씨,sns,13.0
시드니,유흥주점,덴츠크리에이티브코리아,sns,13.0
신창농산구내식당,기타음식업,오브라운,마케팅 브랜딩 조사,1.3
신창농산구내식당,기타음식업,피터팬랩,마케팅 브랜딩 조사,1.3
신창농산구내식당,기타음식업,한피알,마케팅 브랜딩 조사,1.3
신창농산구내식당,기타음식업,한컴,마케팅 브랜딩 조사,1.3
신창농산구내식당,기타음식업,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.3
신창농산구내식당,기타음식업,오리콤,마케팅 브랜딩 조사,1.3
신창농산구내식당,기타음식업,오길비코리아한회사,마케팅 브랜딩 조사,1.3
신창농산구내식당,기타음식업,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.3
신창농산구내식당,기타음식업,포엠미디어,마케팅 브랜딩 조사,1.3
신창농산구내식당,기타음식업,이스트마케팅그룹,마케팅 브랜딩 조사,1.3
도쿄다이야키,제과제빵떡케익,케이이씨씨,sns,12.1
도쿄다이야키,제과제빵떡케익,스푼식회사,sns,12.1
도쿄다이야키,제과제빵떡케익,메이트인디펜던스,sns,12.1
도쿄다이야키,제과제빵떡케익,붐커뮤니케이션,sns,12.1
도쿄다이야키,제과제빵떡케익,캐러트코리아,sns,12.1
도쿄다이야키,제과제빵떡케익,인터콤어소시에이션,sns,12.1
도쿄다이야키,제과제빵떡케익,덴츠크리에이티브코리아,sns,12.1
도쿄다이야키,제과제빵떡케익,그레이월드와이드코리아,sns,12.1
도쿄다이야키,제과제빵떡케익,코래드,sns,12.1
도쿄다이야키,제과제빵떡케익,TBWA KOREA,sns,12.1
선일이비즈니스고등학교,학교,한피알,마케팅 브랜딩 조사,1.3
선일이비즈니스고등학교,학교,피터팬랩,마케팅 브랜딩 조사,1.3
선일이비즈니스고등학교,학교,오브라운,마케팅 브랜딩 조사,1.3
선일이비즈니스고등학교,학교,한컴,마케팅 브랜딩 조사,1.3
선일이비즈니스고등학교,학교,오길비코리아한회사,마케팅 브랜딩 조사,1.3
선일이비즈니스고등학교,학교,오리콤,마케팅 브랜딩 조사,1.3
선일이비즈니스고등학교,학교,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.3
선일이비즈니스고등학교,학교,이스트마케팅그룹,마케팅 브랜딩 조사,1.3
선일이비즈니스고등학교,학교,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.3
선일이비즈니스고등학교,학교,포엠미디어,마케팅 브랜딩 조사,1.3
GS25대치학원점,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25대치학원점,종합소매점,크리에이티브리퍼블릭,마케팅 브랜딩 조사,3.0
GS25대치학원점,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25대치학원점,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25대치학원점,종합소매점,포엠미디어,마케팅 브랜딩 조사,3.0
GS25대치학원점,종합소매점,오길비코리아한회사,마케팅 브랜딩 조사,3.0
GS25대치학원점,종합소매점,오리콤,마케팅 브랜딩 조사,3.0
GS25대치학원점,종합소매점,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,3.0
GS25대치학원점,종합소매점,한컴,마케팅 브랜딩 조사,3.0
GS25대치학원점,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
우리에프엔지,식품가공/제조,그레이월드와이드코리아,sns,12.1
우리에프엔지,식품가공/제조,붐커뮤니케이션,sns,12.1
우리에프엔지,식품가공/제조,코래드,sns,12.1
우리에프엔지,식품가공/제조,덴츠크리에이티브코리아,sns,12.1
우리에프엔지,식품가공/제조,케이이씨씨,sns,12.1
우리에프엔지,식품가공/제조,스푼식회사,sns,12.1
우리에프엔지,식품가공/제조,메이트인디펜던스,sns,12.1
우리에프엔지,식품가공/제조,캐러트코리아,sns,12.1
우리에프엔지,식품가공/제조,TBWA KOREA,sns,12.1
우리에프엔지,식품가공/제조,인터콤어소시에이션,sns,12.1
NC백화점,종합소매점,크리에이티브리퍼블릭,마케팅 브랜딩 조사,3.0
NC백화점,종합소매점,한컴,마케팅 브랜딩 조사,3.0
NC백화점,종합소매점,매드커뮤니케이션즈,식제품,20.8
NC백화점,종합소매점,오리콤,마케팅 브랜딩 조사,3.0
NC백화점,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
NC백화점,종합소매점,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,3.0
NC백화점,종합소매점,포엠미디어,마케팅 브랜딩 조사,3.0
NC백화점,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
NC백화점,종합소매점,매드커뮤니케이션즈,식제품,20.8
NC백화점,종합소매점,오길비코리아한회사,마케팅 브랜딩 조사,3.0
동화푸드,식품가공/제조,캐러트코리아,sns,12.1
동화푸드,식품가공/제조,TBWA KOREA,sns,12.1
동화푸드,식품가공/제조,스푼식회사,sns,12.1
동화푸드,식품가공/제조,그레이월드와이드코리아,sns,12.1
동화푸드,식품가공/제조,붐커뮤니케이션,sns,12.1
동화푸드,식품가공/제조,코래드,sns,12.1
동화푸드,식품가공/제조,인터콤어소시에이션,sns,12.1
동화푸드,식품가공/제조,덴츠크리에이티브코리아,sns,12.1
동화푸드,식품가공/제조,메이트인디펜던스,sns,12.1
동화푸드,식품가공/제조,케이이씨씨,sns,12.1
한비건강식품,건강/미용식품,엔투라지글로벌,화장품,21.1
한비건강식품,건강/미용식품,피디언,화장품,21.1
한비건강식품,건강/미용식품,코드컴,화장품,21.1
한비건강식품,건강/미용식품,케이모스트컴퍼니,화장품,21.1
한비건강식품,건강/미용식품,어썸메이크,화장품,21.1
한비건강식품,건강/미용식품,에이치앤코,화장품,21.1
한비건강식품,건강/미용식품,글로벌엔터피아,화장품,21.1
한비건강식품,건강/미용식품,맥브레인즈,화장품,21.1
한비건강식품,건강/미용식품,에이블리커뮤니케이션즈,화장품,21.1
한비건강식품,건강/미용식품,인투크리에이티브그룹,화장품,21.1
강원전통식품,음/식료품소매,인터콤어소시에이션,sns,15.1
강원전통식품,음/식료품소매,붐커뮤니케이션,sns,15.1
강원전통식품,음/식료품소매,코래드,sns,15.1
강원전통식품,음/식료품소매,그레이월드와이드코리아,sns,15.1
강원전통식품,음/식료품소매,TBWA KOREA,sns,15.1
강원전통식품,음/식료품소매,덴츠크리에이티브코리아,sns,15.1
강원전통식품,음/식료품소매,캐러트코리아,sns,15.1
강원전통식품,음/식료품소매,메이트인디펜던스,sns,15.1
강원전통식품,음/식료품소매,스푼식회사,sns,15.1
강원전통식품,음/식료품소매,케이이씨씨,sns,15.1
풋젠,가방/신발/액세서리,엠퍼니인터랙티브,"미디어,콘텐츠 제작",12.9
풋젠,가방/신발/액세서리,이피피엔,"미디어,콘텐츠 제작",12.9
풋젠,가방/신발/액세서리,디젤커뮤니케이션,"미디어,콘텐츠 제작",12.9
풋젠,가방/신발/액세서리,미스터피알,"미디어,콘텐츠 제작",12.9
풋젠,가방/신발/액세서리,타임코미디어,"미디어,콘텐츠 제작",12.9
풋젠,가방/신발/액세서리,스타일미디어,"미디어,콘텐츠 제작",12.9
풋젠,가방/신발/액세서리,브레이커스커뮤니케이션스,"미디어,콘텐츠 제작",12.9
풋젠,가방/신발/액세서리,어썸커뮤니케이션즈,"미디어,콘텐츠 제작",12.9
풋젠,가방/신발/액세서리,에이엠에스미디어,"미디어,콘텐츠 제작",12.9
풋젠,가방/신발/액세서리,소망커뮤니케이션,"미디어,콘텐츠 제작",12.9
돈돈,사무/문구/컴퓨터,이스트마케팅그룹,마케팅 브랜딩 조사,0.7
돈돈,사무/문구/컴퓨터,한피알,마케팅 브랜딩 조사,0.7
돈돈,사무/문구/컴퓨터,오리콤,마케팅 브랜딩 조사,0.7
돈돈,사무/문구/컴퓨터,오길비코리아한회사,마케팅 브랜딩 조사,0.7
돈돈,사무/문구/컴퓨터,한컴,마케팅 브랜딩 조사,0.7
돈돈,사무/문구/컴퓨터,포엠미디어,마케팅 브랜딩 조사,0.7
돈돈,사무/문구/컴퓨터,크리에이티브리퍼블릭,마케팅 브랜딩 조사,0.7
돈돈,사무/문구/컴퓨터,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,0.7
돈돈,사무/문구/컴퓨터,오브라운,마케팅 브랜딩 조사,0.7
돈돈,사무/문구/컴퓨터,피터팬랩,마케팅 브랜딩 조사,0.7
황제,식품가공/제조,덴츠크리에이티브코리아,sns,12.1
황제,식품가공/제조,케이이씨씨,sns,12.1
황제,식품가공/제조,코래드,sns,12.1
황제,식품가공/제조,인터콤어소시에이션,sns,12.1
황제,식품가공/제조,TBWA KOREA,sns,12.1
황제,식품가공/제조,캐러트코리아,sns,12.1
황제,식품가공/제조,메이트인디펜던스,sns,12.1
황제,식품가공/제조,붐커뮤니케이션,sns,12.1
황제,식품가공/제조,그레이월드와이드코리아,sns,12.1
황제,식품가공/제조,스푼식회사,sns,12.1
베이크드아를르,,오브라운,마케팅 브랜딩 조사,13.8
베이크드아를르,,피터팬랩,마케팅 브랜딩 조사,13.8
베이크드아를르,,이스트마케팅그룹,마케팅 브랜딩 조사,13.8
베이크드아를르,,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,13.8
베이크드아를르,,한컴,마케팅 브랜딩 조사,13.8
베이크드아를르,,오길비코리아한회사,마케팅 브랜딩 조사,13.8
베이크드아를르,,한피알,마케팅 브랜딩 조사,13.8
베이크드아를르,,크리에이티브리퍼블릭,마케팅 브랜딩 조사,13.8
베이크드아를르,,오리콤,마케팅 브랜딩 조사,13.8
베이크드아를르,,포엠미디어,마케팅 브랜딩 조사,13.8
희원비지니스,유흥주점,그레이월드와이드코리아,sns,13.0
희원비지니스,유흥주점,TBWA KOREA,sns,13.0
희원비지니스,유흥주점,메이트인디펜던스,sns,13.0
희원비지니스,유흥주점,코래드,sns,13.0
희원비지니스,유흥주점,덴츠크리에이티브코리아,sns,13.0
희원비지니스,유흥주점,붐커뮤니케이션,sns,13.0
희원비지니스,유흥주점,인터콤어소시에이션,sns,13.0
희원비지니스,유흥주점,케이이씨씨,sns,13.0
희원비지니스,유흥주점,스푼식회사,sns,13.0
희원비지니스,유흥주점,캐러트코리아,sns,13.0
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
경기반찬,식품가공/제조,붐커뮤니케이션,sns,12.1
경기반찬,식품가공/제조,인터콤어소시에이션,sns,12.1
경기반찬,식품가공/제조,덴츠크리에이티브코리아,sns,12.1
경기반찬,식품가공/제조,케이이씨씨,sns,12.1
경기반찬,식품가공/제조,그레이월드와이드코리아,sns,12.1
경기반찬,식품가공/제조,스푼식회사,sns,12.1
경기반찬,식품가공/제조,캐러트코리아,sns,12.1
경기반찬,식품가공/제조,코래드,sns,12.1
경기반찬,식품가공/제조,TBWA KOREA,sns,12.1
경기반찬,식품가공/제조,메이트인디펜던스,sns,12.1
송정,식품가공/제조,붐커뮤니케이션,sns,12.1
송정,식품가공/제조,코래드,sns,12.1
송정,식품가공/제조,그레이월드와이드코리아,sns,12.1
송정,식품가공/제조,메이트인디펜던스,sns,12.1
송정,식품가공/제조,인터콤어소시에이션,sns,12.1
송정,식품가공/제조,덴츠크리에이티브코리아,sns,12.1
송정,식품가공/제조,TBWA KOREA,sns,12.1
송정,식품가공/제조,케이이씨씨,sns,12.1
송정,식품가공/제조,스푼식회사,sns,12.1
송정,식품가공/제조,캐러트코리아,sns,12.1
고메홈,한식,인터콤어소시에이션,sns,15.8
고메홈,한식,케이이씨씨,sns,15.8
고메홈,한식,스푼식회사,sns,15.8
고메홈,한식,코래드,sns,15.8
고메홈,한식,TBWA KOREA,sns,15.8
고메홈,한식,덴츠크리에이티브코리아,sns,15.8
고메홈,한식,캐러트코리아,sns,15.8
고메홈,한식,붐커뮤니케이션,sns,15.8
고메홈,한식,메이트인디펜던스,sns,15.8
고메홈,한식,그레이월드와이드코리아,sns,15.8
롯데리아홈플러스강서점,패스트푸드,TBWA KOREA,sns,12.1
롯데리아홈플러스강서점,패스트푸드,인터콤어소시에이션,sns,12.1
롯데리아홈플러스강서점,패스트푸드,그레이월드와이드코리아,sns,12.1
롯데리아홈플러스강서점,패스트푸드,코래드,sns,12.1
롯데리아홈플러스강서점,패스트푸드,캐러트코리아,sns,12.1
롯데리아홈플러스강서점,패스트푸드,메이트인디펜던스,sns,12.1
롯데리아홈플러스강서점,패스트푸드,덴츠크리에이티브코리아,sns,12.1
롯데리아홈플러스강서점,패스트푸드,스푼식회사,sns,12.1
롯데리아홈플러스강서점,패스트푸드,케이이씨씨,sns,12.1
롯데리아홈플러스강서점,패스트푸드,붐커뮤니케이션,sns,12.1
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
싱싱포차,한식,코래드,sns,15.8
싱싱포차,한식,인터콤어소시에이션,sns,15.8
싱싱포차,한식,붐커뮤니케이션,sns,15.8
싱싱포차,한식,TBWA KOREA,sns,15.8
싱싱포차,한식,캐러트코리아,sns,15.8
싱싱포차,한식,케이이씨씨,sns,15.8
싱싱포차,한식,스푼식회사,sns,15.8
싱싱포차,한식,덴츠크리에이티브코리아,sns,15.8
싱싱포차,한식,그레이월드와이드코리아,sns,15.8
싱싱포차,한식,메이트인디펜던스,sns,15.8
용보제약,제약업,TBWA KOREA,sns,10.5
용보제약,제약업,덴츠크리에이티브코리아,sns,10.5
용보제약,제약업,케이이씨씨,sns,10.5
용보제약,제약업,캐러트코리아,sns,10.5
용보제약,제약업,그레이월드와이드코리아,sns,10.5
용보제약,제약업,스푼식회사,sns,10.5
용보제약,제약업,코래드,sns,10.5
용보제약,제약업,인터콤어소시에이션,sns,10.5
용보제약,제약업,붐커뮤니케이션,sns,10.5
용보제약,제약업,메이트인디펜던스,sns,10.5
삼환씨푸드,음/식료품소매,붐커뮤니케이션,sns,15.1
삼환씨푸드,음/식료품소매,캐러트코리아,sns,15.1
삼환씨푸드,음/식료품소매,케이이씨씨,sns,15.1
삼환씨푸드,음/식료품소매,스푼식회사,sns,15.1
삼환씨푸드,음/식료품소매,코래드,sns,15.1
삼환씨푸드,음/식료품소매,인터콤어소시에이션,sns,15.1
삼환씨푸드,음/식료품소매,TBWA KOREA,sns,15.1
삼환씨푸드,음/식료품소매,덴츠크리에이티브코리아,sns,15.1
삼환씨푸드,음/식료품소매,메이트인디펜던스,sns,15.1
삼환씨푸드,음/식료품소매,그레이월드와이드코리아,sns,15.1
예미찬방,식품가공/제조,메이트인디펜던스,sns,12.1
예미찬방,식품가공/제조,그레이월드와이드코리아,sns,12.1
예미찬방,식품가공/제조,스푼식회사,sns,12.1
예미찬방,식품가공/제조,케이이씨씨,sns,12.1
예미찬방,식품가공/제조,인터콤어소시에이션,sns,12.1
예미찬방,식품가공/제조,덴츠크리에이티브코리아,sns,12.1
예미찬방,식품가공/제조,코래드,sns,12.1
예미찬방,식품가공/제조,TBWA KOREA,sns,12.1
예미찬방,식품가공/제조,붐커뮤니케이션,sns,12.1
예미찬방,식품가공/제조,캐러트코리아,sns,12.1
소피아코리아,,오리콤,마케팅 브랜딩 조사,13.8
소피아코리아,,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,13.8
소피아코리아,,이스트마케팅그룹,마케팅 브랜딩 조사,13.8
소피아코리아,,오브라운,마케팅 브랜딩 조사,13.8
소피아코리아,,피터팬랩,마케팅 브랜딩 조사,13.8
소피아코리아,,한피알,마케팅 브랜딩 조사,13.8
소피아코리아,,한컴,마케팅 브랜딩 조사,13.8
소피아코리아,,포엠미디어,마케팅 브랜딩 조사,13.8
소피아코리아,,크리에이티브리퍼블릭,마케팅 브랜딩 조사,13.8
소피아코리아,,오길비코리아한회사,마케팅 브랜딩 조사,13.8
경성자동차,택시운송,식회사 아이알컴즈,자동차,23.9
경성자동차,택시운송,덴츠엑스,자동차,23.9
경성자동차,택시운송,이노션,자동차,23.9
경성자동차,택시운송,이노션,자동차,23.9
경성자동차,택시운송,식회사 아이알컴즈,자동차,23.9
경성자동차,택시운송,덴츠엑스,자동차,23.9
경성자동차,택시운송,브레이커스커뮤니케이션스,"미디어,콘텐츠 제작",7.2
경성자동차,택시운송,소망커뮤니케이션,"미디어,콘텐츠 제작",7.2
경성자동차,택시운송,에이엠에스미디어,"미디어,콘텐츠 제작",7.2
경성자동차,택시운송,디젤커뮤니케이션,"미디어,콘텐츠 제작",7.2
위드미발산역,종합소매점,매드커뮤니케이션즈,식제품,20.8
위드미발산역,종합소매점,크리에이티브리퍼블릭,마케팅 브랜딩 조사,3.0
위드미발산역,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
위드미발산역,종합소매점,포엠미디어,마케팅 브랜딩 조사,3.0
위드미발산역,종합소매점,오길비코리아한회사,마케팅 브랜딩 조사,3.0
위드미발산역,종합소매점,매드커뮤니케이션즈,식제품,20.8
위드미발산역,종합소매점,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,3.0
위드미발산역,종합소매점,오리콤,마케팅 브랜딩 조사,3.0
위드미발산역,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
위드미발산역,종합소매점,한컴,마케팅 브랜딩 조사,3.0
연세고운가정의학과의원,병원,디젤커뮤니케이션,"미디어,콘텐츠 제작",11.1
연세고운가정의학과의원,병원,소망커뮤니케이션,"미디어,콘텐츠 제작",11.1
연세고운가정의학과의원,병원,메디커뮤니케이션,의료,28.7
연세고운가정의학과의원,병원,참견,의료,28.7
연세고운가정의학과의원,병원,브레이커스커뮤니케이션스,"미디어,콘텐츠 제작",11.1
연세고운가정의학과의원,병원,어비즈,의료,28.7
연세고운가정의학과의원,병원,에이엠에스미디어,"미디어,콘텐츠 제작",11.1
연세고운가정의학과의원,병원,메디커뮤니케이션,의료,28.7
연세고운가정의학과의원,병원,어비즈,의료,28.7
연세고운가정의학과의원,병원,참견,의료,28.7
행복한베이커리&카페,제과제빵떡케익,메이트인디펜던스,sns,12.1
행복한베이커리&카페,제과제빵떡케익,코래드,sns,12.1
행복한베이커리&카페,제과제빵떡케익,붐커뮤니케이션,sns,12.1
행복한베이커리&카페,제과제빵떡케익,덴츠크리에이티브코리아,sns,12.1
행복한베이커리&카페,제과제빵떡케익,TBWA KOREA,sns,12.1
행복한베이커리&카페,제과제빵떡케익,케이이씨씨,sns,12.1
행복한베이커리&카페,제과제빵떡케익,스푼식회사,sns,12.1
행복한베이커리&카페,제과제빵떡케익,그레이월드와이드코리아,sns,12.1
행복한베이커리&카페,제과제빵떡케익,인터콤어소시에이션,sns,12.1
행복한베이커리&카페,제과제빵떡케익,캐러트코리아,sns,12.1
비어드파파,제과제빵떡케익,그레이월드와이드코리아,sns,12.1
비어드파파,제과제빵떡케익,스푼식회사,sns,12.1
비어드파파,제과제빵떡케익,붐커뮤니케이션,sns,12.1
비어드파파,제과제빵떡케익,메이트인디펜던스,sns,12.1
비어드파파,제과제빵떡케익,캐러트코리아,sns,12.1
비어드파파,제과제빵떡케익,코래드,sns,12.1
비어드파파,제과제빵떡케익,TBWA KOREA,sns,12.1
비어드파파,제과제빵떡케익,케이이씨씨,sns,12.1
비어드파파,제과제빵떡케익,덴츠크리에이티브코리아,sns,12.1
비어드파파,제과제빵떡케익,인터콤어소시에이션,sns,12.1
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
국립현충원,장례/묘지,소망커뮤니케이션,"미디어,콘텐츠 제작",5.5
국립현충원,장례/묘지,참견,의료,14.3
국립현충원,장례/묘지,어비즈,의료,14.3
국립현충원,장례/묘지,디젤커뮤니케이션,"미디어,콘텐츠 제작",5.5
국립현충원,장례/묘지,메디커뮤니케이션,의료,14.3
국립현충원,장례/묘지,메디커뮤니케이션,의료,14.3
국립현충원,장례/묘지,어비즈,의료,14.3
국립현충원,장례/묘지,참견,의료,14.3
국립현충원,장례/묘지,에이엠에스미디어,"미디어,콘텐츠 제작",5.5
국립현충원,장례/묘지,브레이커스커뮤니케이션스,"미디어,콘텐츠 제작",5.5
파인생활건강,,이스트마케팅그룹,마케팅 브랜딩 조사,13.8
파인생활건강,,오브라운,마케팅 브랜딩 조사,13.8
파인생활건강,,피터팬랩,마케팅 브랜딩 조사,13.8
파인생활건강,,한피알,마케팅 브랜딩 조사,13.8
파인생활건강,,한컴,마케팅 브랜딩 조사,13.8
파인생활건강,,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,13.8
파인생활건강,,크리에이티브리퍼블릭,마케팅 브랜딩 조사,13.8
파인생활건강,,포엠미디어,마케팅 브랜딩 조사,13.8
파인생활건강,,오리콤,마케팅 브랜딩 조사,13.8
파인생활건강,,오길비코리아한회사,마케팅 브랜딩 조사,13.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
